measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Nebraska,Both,All ages,Liver cancer due to alcohol use,Number,1995,11.648362125263901,13.234564851588207,10.00129209039395
Deaths,Nevada,Both,All ages,Liver cancer due to alcohol use,Number,1995,11.96437247920684,13.879124723703203,10.274859943801813
Deaths,Nebraska,Both,All ages,Alcohol use disorders,Number,1995,31.179955754277223,33.92721401423137,28.617407047993385
Deaths,Utah,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,50.36226532448874,56.84683727311736,44.14070992941386
Deaths,Louisiana,Both,All ages,Liver cancer due to alcohol use,Number,1994,34.69630961624009,39.12745478384239,30.267088028311846
Deaths,Texas,Both,All ages,Alcohol use disorders,Number,1995,354.4720296967446,373.4173910020959,335.03657753399034
Deaths,Michigan,Both,All ages,Alcoholic cardiomyopathy,Number,1993,307.10440047131783,394.69943052741854,207.58177356557164
Deaths,Hawaii,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,39.95971769931227,45.21237493513256,35.16888794353707
Deaths,South Carolina,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,160.29914588506114,179.56897681121598,142.56999802967667
Deaths,California,Both,All ages,Liver cancer due to alcohol use,Number,1993,220.26140051745222,249.2215672457688,193.67723335562928
Deaths,Nevada,Both,All ages,Alcohol use disorders,Number,1995,75.59954136695593,81.76359466559697,69.73417555674213
Deaths,Louisiana,Both,All ages,Alcohol use disorders,Number,1994,95.6648686046475,102.546735893149,89.2725803722787
Deaths,Massachusetts,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,290.1677859743044,324.6354151851958,258.64780195900795
Deaths,Illinois,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,499.94353498618926,557.320148003386,450.6977299485644
Deaths,Nevada,Both,All ages,Alcoholic cardiomyopathy,Number,1995,52.217044283553406,72.59326857107746,37.99338006707987
Deaths,Colorado,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,134.7271725214134,150.87316449429196,120.15601330406967
Deaths,Ohio,Both,All ages,Alcoholic cardiomyopathy,Number,1994,325.25145973326914,402.6331593093535,222.12126648778974
Deaths,Wyoming,Both,All ages,Liver cancer due to alcohol use,Number,1994,3.359402325707213,3.8784649202884007,2.889845504250994
Deaths,Kansas,Both,All ages,Alcoholic cardiomyopathy,Number,1994,60.7610676359372,72.69464030511531,41.57041568859657
Deaths,Nebraska,Both,All ages,Alcoholic cardiomyopathy,Number,1995,29.032469613832117,35.850834049228965,22.630452798864017
Deaths,California,Both,All ages,Alcoholic cardiomyopathy,Number,1993,933.9085004417751,1195.333234516493,602.7646600439842
Deaths,New Hampshire,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,40.54757439390561,45.508912245680285,35.71341537664957
Deaths,Alaska,Both,All ages,Liver cancer due to alcohol use,Number,1994,3.6344792900134606,4.207646549712172,3.118182838493024
Deaths,Utah,Both,All ages,Alcoholic cardiomyopathy,Number,1995,24.71354572600925,30.72548637552433,19.387145822325444
Deaths,Louisiana,Both,All ages,Alcoholic cardiomyopathy,Number,1994,124.25648636405188,161.2755845081939,89.52529112182265
Deaths,Wyoming,Both,All ages,Alcoholic cardiomyopathy,Number,1994,7.415828312345604,9.105583123960733,5.963218552111525
Deaths,North Dakota,Both,All ages,Alcohol use disorders,Number,1994,18.86778258886225,20.667927417248528,17.18160674337658
Deaths,Maine,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,50.4223906049774,56.69513585096904,44.50290371474477
Deaths,Michigan,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,397.58251340071195,444.39227531479276,355.1919416013033
Deaths,Nevada,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,91.12654390673498,101.83827764184694,81.00772844846878
Deaths,Oklahoma,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,138.51237217603207,155.1692666322669,123.90964376181633
Deaths,Minnesota,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,125.10596717167432,140.83662623997296,110.6894117735435
Deaths,Vermont,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,19.61510578538929,22.18571563512959,17.381297282084873
Deaths,Rhode Island,Both,All ages,Alcohol use disorders,Number,1993,30.46729549351285,33.3525150421485,27.797324258456655
Deaths,Indiana,Both,All ages,Liver cancer due to alcohol use,Number,1995,44.92382021644049,51.14634725196689,38.846734331631474
Deaths,Arkansas,Both,All ages,Liver cancer due to alcohol use,Number,1994,16.50576080934673,18.891076014440955,14.176232235277345
Deaths,Arkansas,Both,All ages,Alcohol use disorders,Number,1994,52.616640324716585,56.718575307238105,48.87409911554646
Deaths,Alaska,Both,All ages,Alcoholic cardiomyopathy,Number,1994,10.827246532768074,12.49109115979327,8.207275731781818
Deaths,Delaware,Both,All ages,Liver cancer due to alcohol use,Number,1993,6.001551367165095,6.95792397042022,5.136353563257918
Deaths,Delaware,Both,All ages,Alcohol use disorders,Number,1993,21.13970230718792,23.237446312414896,19.316142794471446
Deaths,Kentucky,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,148.33366539100112,165.6051572648006,132.14043881161024
Deaths,Delaware,Both,All ages,Alcoholic cardiomyopathy,Number,1993,20.65629829516828,26.341009264011873,15.286378860696571
Deaths,Arizona,Both,All ages,Liver cancer due to alcohol use,Number,1994,31.104988355421344,35.44698951433866,27.07879173257335
Deaths,Arizona,Both,All ages,Alcohol use disorders,Number,1994,173.2412527255697,184.3181995278886,162.58174533242988
Deaths,New Mexico,Both,All ages,Liver cancer due to alcohol use,Number,1995,17.26532915503966,19.60828639276141,14.893172216609301
Deaths,Indiana,Both,All ages,Alcoholic cardiomyopathy,Number,1995,163.5744305726761,206.63983347938708,115.76568362195124
Deaths,District of Columbia,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,60.68165410292926,68.99766460160247,53.75243109001272
Deaths,Massachusetts,Both,All ages,Liver cancer due to alcohol use,Number,1994,66.26377201352734,74.44639382783528,58.37279729402252
Deaths,Ohio,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,572.5614600184812,640.9110485514414,510.30491764480684
Deaths,Arkansas,Both,All ages,Alcoholic cardiomyopathy,Number,1994,58.509440274840514,69.2604869254172,46.04040400150412
Deaths,Iowa,Both,All ages,Liver cancer due to alcohol use,Number,1995,26.068445210026997,29.3967486151998,22.8290788042082
Deaths,Illinois,Both,All ages,Liver cancer due to alcohol use,Number,1995,107.39082757588633,120.50133586466974,93.56088590743066
Deaths,Arizona,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,213.16843092082664,239.78442878366047,191.27498367222688
Deaths,Iowa,Both,All ages,Alcohol use disorders,Number,1995,53.01041599086938,57.53299701095562,48.92384988623343
Deaths,Virginia,Both,All ages,Liver cancer due to alcohol use,Number,1995,55.22307990296602,62.2943084884504,47.8281888596754
Deaths,Pennsylvania,Both,All ages,Liver cancer due to alcohol use,Number,1994,123.04345379370898,138.67380681229085,108.30609338415915
Deaths,Arizona,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,230.35072912888927,257.67173049642753,208.48388919534065
Deaths,Washington,Both,All ages,Liver cancer due to alcohol use,Number,1995,56.83667016461519,63.6901040241549,50.087638009042244
Deaths,California,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,1299.1293593653606,1451.289246431165,1158.893884998339
Deaths,New Mexico,Both,All ages,Alcoholic cardiomyopathy,Number,1995,34.947709395281095,41.776866576277406,27.1133607036641
Deaths,Colorado,Both,All ages,Alcohol use disorders,Number,1993,142.3389823947076,151.57258487653846,133.3208134763487
Deaths,Iowa,Both,All ages,Alcoholic cardiomyopathy,Number,1995,62.90068918068304,74.45500685200726,46.69993137115396
Deaths,Mississippi,Both,All ages,Liver cancer due to alcohol use,Number,1993,13.971453582196457,15.916745495114615,12.141875083024233
Deaths,Mississippi,Both,All ages,Alcohol use disorders,Number,1993,64.8604811209195,70.42503346190261,59.914394165020056
Deaths,Minnesota,Both,All ages,Liver cancer due to alcohol use,Number,1993,31.682443687065298,36.20447053967627,27.675114908038417
Deaths,Massachusetts,Both,All ages,Alcoholic cardiomyopathy,Number,1994,129.20175631804867,154.16811257102478,92.81546460689982
Deaths,Kentucky,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,181.09908455174667,204.4197324673049,161.1546454382582
Deaths,Arizona,Both,All ages,Alcoholic cardiomyopathy,Number,1994,104.1996485266577,127.0861512068172,74.58383953451805
Deaths,North Carolina,Both,All ages,Alcoholic cardiomyopathy,Number,1996,222.42552422756228,278.020921811968,160.03264096933648
Deaths,North Dakota,Both,All ages,Alcohol use disorders,Number,1996,19.38634266117915,21.234903001560546,17.691696945713783
Deaths,Arkansas,Both,All ages,Liver cancer due to alcohol use,Number,2003,23.20289805074345,26.301815635334776,20.265368858458693
Deaths,Arkansas,Both,All ages,Alcohol use disorders,Number,2003,74.25679530085668,80.09404058340753,68.47014092225854
Deaths,Maine,Both,All ages,Liver cancer due to alcohol use,Number,1996,11.419113261703993,13.056672109916061,9.957808215921993
Deaths,Wisconsin,Both,All ages,Alcoholic cardiomyopathy,Number,1996,134.3035912756377,164.69375216870623,91.26582953832816
Deaths,New Hampshire,Both,All ages,Alcoholic cardiomyopathy,Number,1995,22.739061855794386,27.50558470595406,17.783047230735974
Deaths,Arkansas,Both,All ages,Alcoholic cardiomyopathy,Number,2003,44.889527855514395,57.867431863832394,35.719944890916196
Deaths,North Carolina,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,362.43706929110067,407.86819100364426,321.35740696696064
Deaths,Iowa,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,76.57747081232864,85.87394374160677,68.07128820814677
Deaths,California,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,1586.381339431045,1785.825188248545,1405.9321853971612
Deaths,Wyoming,Both,All ages,Alcohol use disorders,Number,1996,22.140742122344424,24.225404202585878,20.28306583261428
Deaths,Washington,Both,All ages,Alcoholic cardiomyopathy,Number,1995,133.80158899280056,158.141237500841,91.87173282296007
Deaths,Arkansas,Both,All ages,Liver cancer due to alcohol use,Number,1996,18.0541909407173,20.486572633456934,15.580767881218804
Deaths,Arkansas,Both,All ages,Alcohol use disorders,Number,1996,54.03279208510958,58.49744618708753,50.04011053746773
Deaths,Maine,Both,All ages,Liver cancer due to alcohol use,Number,2003,16.178054224726864,18.346347408047258,14.104061299698516
Deaths,Maine,Both,All ages,Alcohol use disorders,Number,2003,54.24195589404927,58.98049538539141,49.54260597049302
Deaths,Minnesota,Both,All ages,Alcohol use disorders,Number,1993,122.8500670807617,131.7151445708771,115.01415908669192
Deaths,Wisconsin,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,193.4089208056943,217.2358411974594,172.14458854005017
Deaths,Illinois,Both,All ages,Alcoholic cardiomyopathy,Number,1995,364.16024177146113,473.54114021010696,254.35043447232854
Deaths,Maine,Both,All ages,Alcoholic cardiomyopathy,Number,2003,23.006358905028783,28.204659412226427,19.07817739156866
Deaths,Arkansas,Both,All ages,Alcoholic cardiomyopathy,Number,1996,58.778129005446964,69.34010754659204,47.07287072237317
Deaths,Maryland,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,230.93637269055796,257.89887722526106,207.4728302796139
Deaths,Connecticut,Both,All ages,Liver cancer due to alcohol use,Number,2003,52.11821331730788,58.00055089514247,46.08165729316094
Deaths,Minnesota,Both,All ages,Alcoholic cardiomyopathy,Number,1993,82.17750360250164,100.13569479188945,58.3015608105912
Deaths,New York,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,770.3575946437786,862.5392884800051,684.2057100721576
Deaths,California,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,1289.9832368463233,1436.2994487678302,1153.049596394529
Deaths,Connecticut,Both,All ages,Alcohol use disorders,Number,2003,102.73632727699743,111.17599411016334,95.21233540642284
Deaths,Louisiana,Both,All ages,Alcohol use disorders,Number,1996,99.31793521164839,105.91748338272663,92.97441655378832
Deaths,Ohio,Both,All ages,Liver cancer due to alcohol use,Number,2003,129.8263209891333,143.69945504816056,115.46899778291733
Deaths,Wyoming,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,18.614976840468714,21.029313284871414,16.4771749580041
Deaths,Maine,Both,All ages,Liver cancer due to alcohol use,Number,1994,10.688369093705631,12.318054076232203,9.196228876305204
Deaths,Kansas,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,84.1586047221899,94.24464225062083,75.34668752565027
Deaths,Connecticut,Both,All ages,Alcoholic cardiomyopathy,Number,2003,58.94592690735737,70.18757767828144,45.34728046310617
Deaths,Ohio,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,604.9076540946312,674.7776189164715,538.1159626770758
Deaths,Maine,Both,All ages,Alcohol use disorders,Number,1994,39.49038464027305,43.00658228892537,36.424045362682456
Deaths,Ohio,Both,All ages,Alcoholic cardiomyopathy,Number,2003,177.28524638122744,223.92657965861784,142.90545964724325
Deaths,Maine,Both,All ages,Alcoholic cardiomyopathy,Number,1994,31.082534875409607,36.95254908590926,22.993285106931538
Deaths,Delaware,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,36.65532317752499,41.21901628820401,32.424167966636844
Deaths,Michigan,Both,All ages,Liver cancer due to alcohol use,Number,2003,60.376411157634635,74.94180217955619,46.450416389224856
Deaths,Michigan,Both,All ages,Alcoholic cardiomyopathy,Number,2003,205.483440791385,248.49458166741763,159.66501391305295
Deaths,Oklahoma,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,183.48499343094664,206.84565791605795,163.79297816755445
Deaths,Minnesota,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,151.7007672984844,169.97221985828435,136.00669527465357
Deaths,Maine,Both,All ages,Alcohol use disorders,Number,1996,41.23865602835844,44.91857296015234,37.83959313983344
Deaths,United States of America,Both,All ages,Liver cancer due to alcohol use,Number,1996,2496.7011056868027,2751.912147256873,2239.1922584565427
Deaths,Arkansas,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,98.03084728994392,109.99589696708652,86.59200832718969
Deaths,Florida,Both,All ages,Liver cancer due to alcohol use,Number,2003,221.0926736075929,245.4678307411724,196.38123065929156
Deaths,Virginia,Both,All ages,Alcoholic cardiomyopathy,Number,1995,183.04285720522319,231.74362949708382,124.50669127950518
Deaths,Indiana,Both,All ages,Alcohol use disorders,Number,1995,136.23331011273615,145.37357495933978,127.29644380372228
Deaths,Florida,Both,All ages,Alcoholic cardiomyopathy,Number,2003,438.55631600015454,527.0244020079518,348.0338187639397
Deaths,Missouri,Both,All ages,Liver cancer due to alcohol use,Number,2003,64.88560507464419,72.53434487894027,57.73259878937641
Deaths,Pennsylvania,Both,All ages,Liver cancer due to alcohol use,Number,2003,171.31479873296396,191.45895171344077,152.54915753175962
Deaths,United States of America,Both,All ages,Liver cancer due to alcohol use,Number,1994,2293.2302400888316,2527.683507845424,2049.149328462837
Deaths,Missouri,Both,All ages,Alcoholic cardiomyopathy,Number,2003,107.29972405957871,129.0156972017227,85.58462915895268
Deaths,West Virginia,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,84.06644666449384,94.25794810375436,75.05277208693768
Deaths,Georgia,Both,All ages,Alcohol use disorders,Number,2003,342.69920531176814,367.0519744802119,322.05210500985186
Deaths,Pennsylvania,Both,All ages,Alcoholic cardiomyopathy,Number,2003,232.03174540867226,302.5210702649674,179.42196278726482
Deaths,Montana,Both,All ages,Alcohol use disorders,Number,2003,49.12424714971322,53.653916913171614,45.129941661005944
Deaths,Rhode Island,Both,All ages,Alcohol use disorders,Number,2003,35.611146900494695,39.11931338556379,32.448512059349135
Deaths,New Jersey,Both,All ages,Liver cancer due to alcohol use,Number,1995,87.05251886582828,96.82834531280776,76.38401110152873
Deaths,Maine,Both,All ages,Alcoholic cardiomyopathy,Number,1996,30.499797709768835,36.35113332478503,22.719600554248466
Deaths,United States of America,Both,All ages,Alcohol use disorders,Number,1996,7577.789043443027,7695.174647856517,7434.551475740517
Deaths,Virginia,Both,All ages,Alcohol use disorders,Number,1995,176.98606169040738,188.5598226440728,166.07642569884948
Deaths,North Dakota,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,20.762613285431833,23.563510702305706,18.388314273524458
Deaths,Illinois,Both,All ages,Alcohol use disorders,Number,2003,294.7599181839953,312.76779686121375,276.59144002000727
Deaths,United States of America,Both,All ages,Alcoholic cardiomyopathy,Number,1996,7159.459346740819,8806.790701150368,5152.852465863769
Deaths,United States of America,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,10895.341232469886,11944.816250564045,9901.749535291105
Deaths,Tennessee,Both,All ages,Alcohol use disorders,Number,2003,211.9105017553797,225.6226619499242,198.31192184734815
Deaths,Indiana,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,231.20811756105445,286.0876505913076,182.14394737919022
Deaths,California,Both,All ages,Liver cancer due to alcohol use,Number,1996,255.6673598899951,285.9474020804829,226.58075782764473
Deaths,California,Both,All ages,Liver cancer due to alcohol use,Number,1994,231.80677365980122,261.6774703128769,203.70888983474205
Deaths,Ohio,Both,All ages,Liver cancer due to alcohol use,Number,1996,94.12612935217658,105.82109119190105,83.44324259162649
Deaths,Texas,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,1040.3905299900334,1170.4896622830531,928.2197118808364
Deaths,Washington,Both,All ages,Alcohol use disorders,Number,1995,139.50838791928928,148.14337005543666,130.7420236034169
Deaths,Kansas,Both,All ages,Liver cancer due to alcohol use,Number,2003,25.39367324803572,28.2466793411679,22.333058627355538
Deaths,New Jersey,Both,All ages,Alcoholic cardiomyopathy,Number,1995,260.679619184596,336.83593409119453,175.89967751955044
Deaths,Kansas,Both,All ages,Alcohol use disorders,Number,2003,84.91805679046254,91.69152100127249,78.65495260161498
Deaths,New Hampshire,Both,All ages,Liver cancer due to alcohol use,Number,2003,15.677625347731592,17.846228138302138,13.568507748442105
Deaths,New Hampshire,Both,All ages,Alcohol use disorders,Number,2003,47.54784221438601,51.68209987808446,43.08926394732248
Deaths,Kansas,Both,All ages,Alcoholic cardiomyopathy,Number,2003,44.44924915254125,53.44348724582015,35.53404269717541
Deaths,Massachusetts,Both,All ages,Alcohol use disorders,Number,1994,152.2480501645151,162.55759893021536,142.7659324784225
Deaths,Vermont,Both,All ages,Liver cancer due to alcohol use,Number,2003,6.9487224335613,7.976666425543187,6.059364199677985
Deaths,Vermont,Both,All ages,Alcohol use disorders,Number,2003,21.056312796386102,23.14012993893435,19.187689775672816
Deaths,United States of America,Both,All ages,Alcohol use disorders,Number,1994,7347.4219443098245,7461.802951822703,7226.019557881664
Deaths,Maryland,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1994,200.79398486213057,223.6581332382948,178.72524637504398
Deaths,Vermont,Both,All ages,Alcoholic cardiomyopathy,Number,2003,8.666135412710947,11.788740370578616,6.975638229941158
Deaths,New Jersey,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,373.1941295594315,420.7060106542373,334.4866656020216
Deaths,California,Both,All ages,Alcoholic cardiomyopathy,Number,1996,914.2676018114634,1138.4207444425283,597.7538390624679
Deaths,Virginia,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,288.7985689566508,325.409827334235,256.678524649908
Deaths,California,Both,All ages,Alcoholic cardiomyopathy,Number,1994,935.6339567957777,1176.859669179821,604.0582726992462
Deaths,Kentucky,Both,All ages,Liver cancer due to alcohol use,Number,1995,29.736334141010765,34.04876792187741,25.687631336759946
Deaths,West Virginia,Both,All ages,Liver cancer due to alcohol use,Number,2003,19.91296830001838,22.876167857706918,17.3721261116615
Deaths,West Virginia,Both,All ages,Alcohol use disorders,Number,2003,69.3997347846098,75.04057350421064,63.74591378073537
Deaths,Mississippi,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1993,103.0620425135951,116.35195461946104,91.91655705304062
Deaths,West Virginia,Both,All ages,Alcoholic cardiomyopathy,Number,2003,38.270748242549494,48.038856392261316,29.712053604454344
Deaths,New York,Both,All ages,Liver cancer due to alcohol use,Number,2003,235.61128344267348,264.2386127573857,207.68879582378952
Deaths,New Mexico,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,100.32635158970935,112.9571515091956,89.70350331576391
Deaths,New York,Both,All ages,Alcohol use disorders,Number,2003,577.253852816264,608.8846223400869,544.3691729609017
Deaths,United States of America,Both,All ages,Alcoholic cardiomyopathy,Number,1994,7257.207046132788,8933.661911994512,5135.521307992129
Deaths,Alabama,Both,All ages,Alcohol use disorders,Number,2003,139.69470329796286,149.56113555604756,130.80689950265597
Deaths,New Mexico,Both,All ages,Alcohol use disorders,Number,1995,117.81572473922562,126.5606643634206,109.85986071882219
Deaths,Oregon,Both,All ages,Liver cancer due to alcohol use,Number,1994,26.955108041025046,30.555620305604027,23.50180374254103
Deaths,Oregon,Both,All ages,Alcohol use disorders,Number,1994,124.83859521428259,133.34755293798972,116.42882555543679
Deaths,New York,Both,All ages,Alcoholic cardiomyopathy,Number,2003,269.492939186392,354.5542609144714,205.0059251987604
Deaths,Connecticut,Both,All ages,Liver cancer due to alcohol use,Number,1996,40.768356650803064,45.5348818768608,35.85236622193763
Deaths,Ohio,Both,All ages,Alcoholic cardiomyopathy,Number,1996,313.2651801379165,399.42037374208263,219.57773381367042
Deaths,Oklahoma,Both,All ages,Liver cancer due to alcohol use,Number,1996,23.070697624187382,26.25907998656639,19.989751702311597
Deaths,Connecticut,Both,All ages,Alcohol use disorders,Number,1996,83.88189387144513,90.3404787409681,77.94433854517648
Deaths,New Jersey,Both,All ages,Alcohol use disorders,Number,1995,194.87121175353073,206.36655507974055,183.09117154351947
Deaths,Alaska,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,2003,23.487105502297325,26.791628573256713,20.475950189915196
Deaths,Alaska,Both,All ages,Liver cancer due to alcohol use,Number,1995,3.9607535895513486,4.549367953611386,3.4303442459005087
Deaths,Colorado,Both,All ages,Alcohol use disorders,Number,1996,164.01322757549494,174.41286969910843,153.5556671151974
Deaths,Washington,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,193.04596954801204,216.33327907704373,173.02870215683896
Deaths,Louisiana,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,185.8797281695029,207.2691171046791,166.35035712533622
Deaths,Iowa,Both,All ages,Alcoholic cardiomyopathy,Number,1997,58.0870811966003,69.98528586571389,45.18838418096146
Deaths,California,Both,All ages,Alcohol use disorders,Number,1996,930.268965211561,979.4856353236559,879.607994959332
Deaths,Oklahoma,Both,All ages,Alcohol use disorders,Number,1996,94.56461271266346,101.17512534988985,88.28620264797932
Deaths,Oregon,Both,All ages,Alcoholic cardiomyopathy,Number,1994,72.08804821607332,84.31926827604804,53.87259271068338
Deaths,Kansas,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1997,85.1765101109247,94.96829152098769,76.65019701379451
Deaths,Wyoming,Both,All ages,Liver cancer due to alcohol use,Number,1995,3.5569212111644686,4.074420133715427,3.072894093589101
Deaths,Oklahoma,Both,All ages,Alcoholic cardiomyopathy,Number,1996,80.6301001015499,94.59177465809124,59.05048616985435
Deaths,Kentucky,Both,All ages,Alcoholic cardiomyopathy,Number,1995,90.35309234300087,106.60691991331488,70.1417626825762
Deaths,Alaska,Both,All ages,Alcoholic cardiomyopathy,Number,1995,11.122533954726075,12.856375512760296,8.51047254125476
Deaths,Louisiana,Both,All ages,Liver cancer due to alcohol use,Number,1995,36.58233177935711,41.09651461698795,32.08744772026389
Deaths,Oregon,Both,All ages,Liver cancer due to alcohol use,Number,1996,30.19811123793988,33.88124372388686,26.35839610090457
Deaths,Alabama,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1997,198.31050524658994,222.5244938724462,178.76498966615534
Deaths,Oregon,Both,All ages,Alcohol use disorders,Number,1996,133.01988529664786,142.58773178903402,123.60284771269947
Deaths,New Mexico,Both,All ages,Alcoholic cardiomyopathy,Number,1997,34.81780027470234,41.09707970098577,27.212977322339423
Deaths,Louisiana,Both,All ages,Alcoholic cardiomyopathy,Number,1995,124.54981263971084,159.90667956122547,89.96507614927867
Deaths,Colorado,Both,All ages,Liver cancer due to alcohol use,Number,1994,25.847525827920265,29.503118817770346,22.398263296845297
Deaths,Colorado,Both,All ages,Alcohol use disorders,Number,1994,152.3364692309268,163.4756213760491,142.417128121297
Deaths,Connecticut,Both,All ages,Alcoholic cardiomyopathy,Number,1996,85.30783855884967,103.49169016713087,59.30008283075873
Deaths,Oklahoma,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,143.07687374749915,159.7928421178022,128.35882368000472
Deaths,Alabama,Both,All ages,Liver cancer due to alcohol use,Number,1997,34.356855009833964,39.00885564159931,30.12679464850679
Deaths,Massachusetts,Both,All ages,Alcohol use disorders,Number,1996,160.6574640071525,171.22050995630656,150.6611483067007
Deaths,Wyoming,Both,All ages,Alcoholic cardiomyopathy,Number,1995,7.530120633724578,9.391253293911458,6.161873099422542
Deaths,Arizona,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,220.75814003331914,247.36575579770107,197.80441581468014
Deaths,Michigan,Both,All ages,Liver cancer due to alcohol use,Number,1994,42.414048000221825,53.27393237084956,32.14346657075933
Deaths,Maryland,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,203.6299044075734,225.9239340485376,181.91534983368334
Deaths,Colorado,Both,All ages,Alcoholic cardiomyopathy,Number,1994,57.507704518979686,70.65743877184252,44.92164594459464
Deaths,Washington,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1997,202.19673934491172,225.26925006197123,181.96460727460786
Deaths,Colorado,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,148.8109397816443,166.05225276622485,133.66852150120675
Deaths,Louisiana,Both,All ages,Liver cancer due to alcohol use,Number,1997,39.933663082249886,45.042450894844556,35.074835757709494
Deaths,Oregon,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,129.76410018925068,145.56329567845742,116.559339406671
Deaths,Louisiana,Both,All ages,Alcohol use disorders,Number,1995,96.47613519879728,102.67240452128225,90.4512087595669
Deaths,Connecticut,Both,All ages,Liver cancer due to alcohol use,Number,1994,38.234258449980146,43.089333227344696,33.533028125727455
Deaths,Maine,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1995,50.0977673884876,56.41330829447248,44.55936929582133
Deaths,Connecticut,Both,All ages,Alcohol use disorders,Number,1994,82.51199303332497,88.99051670194947,76.46244988075128
Deaths,Washington,Both,All ages,Alcoholic cardiomyopathy,Number,1997,131.0046587822044,152.65467891369124,92.58173912027226
Deaths,District of Columbia,Both,All ages,Liver cancer due to alcohol use,Number,1993,9.783132285069115,11.422739299599812,8.319488043237785
Deaths,Delaware,Both,All ages,Cirrhosis and other chronic liver diseases due to alcohol use,Number,1996,31.177475240722956,35.25936102291895,27.48379807573983
Deaths,District of Columbia,Both,All ages,Alcohol use disorders,Number,1993,41.79104558335715,45.698986272670204,37.795870843734264
